,,,,,,,,,
OCLC Number,Title,Author Name,Publisher Name,Publication Date,Title ISSN,Title eISSN,Conspectus Subject,Material Subformat,URL
863087517,"2013 13th Canadian Workshop on Information Theory :... 18-21 June 2013 in Toronto, Canada.","Canadian Workshop on Information Theory; Institute of Electrical and Electronics Engineers,","[IEEE],",2013,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/863087517
869640767,Concepts and Recent Advances in Generalized Information Measures and Statistics.,"Kowalski, Andres M.","Bentham Science Publishers,",2013,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/869640767
881404735,"2013 Ninth International Conference on Semantics, Knowledge and Grids :SKG 2013 : proceedings : Beijing, China, 3-4 October 2013.","International Conference on Semantics, Knowledge and Grid; IEEE Computer Society,","Conference Publishing Services, IEEE Computer Society,",2013,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/881404735
893191469,2014 IEEE International Symposium on Information Theory /,"IEEE International Symposium on Information Theory; Institute of Electrical and Electronics Engineers,IEEE Information Theory Society,","IEEE,",2014,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/893191469
917876906,"SKG 2014 :2014 10th International Conference on Semantics, Knowledge and Grids : proceedings : 27-29 August 2014, Beijing, China /","International Conference on Semantics, Knowledge and Grid; Zhuge, Hai,Sun, Xiaoping,; IEEE Computer Society,","Conference Publishing Services, IEEE Computer Society,",2014,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/917876906
946568383,"2015 IEEE International Symposium on Information Theory (ISIT) :Hong Kong Convention and Exhibition Centre, Hong Kong, 14-19 June 2015 /","IEEE International Symposium on Information Theory; Institute of Electrical and Electronics Engineers,IEEE Information Theory Society,","IEEE,",2015,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/946568383
956653902,1988 IEEE International Symposium on Information Theory.,N/A,"IEEE,",1988,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/956653902
956657526,"SKG 2015 :2015 11th International Conference on Semantics, Knowledge and Grids : proceedings : 19-21 August 2015, Beijing, China.","International Conference on Semantics, Knowledge and Grid; IEEE Computer Society,Institute of Electrical and Electronics Engineers.","Conference Publishing Services, IEEE Computer Society,",2015,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/956657526
981111860,"ISITA 2016 :proceedings of 2016 International Symposium on Information Theory and Its Applications ((ISITA2016) : Hyatt Regency Monterey Hotel, Monterey, California, USA, October 30 - November 2, 2016.","International Symposium on Information Theory and its Applications; Denshi Jōhō Tsūshin Gakkai (Japan).Denshi Jōhō Tsūshin Gakkai (Japan).IEEE Information Theory Society,Denshi Jōhō Tsūshin Gakkai (Japan),Institute of Electrical and Electronics Engineers.","The Institute of Electronics, Information and Communication Engineers,",2016,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/981111860
990404925,2009 International Symposium on Information Science and Engineering.,"IEEE Staff,; IEEE Staff,",IEEE,2009,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/990404925
990468136,IEEE International Symposium on Information Theory 2002.,"IEEE, Information Theory Society Staff,",I E E E,2002,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/990468136
990539721,"2009 Second International Conference on Communication Theory, Reliability, and Quality of Service.","IEEE Staff,; IEEE Staff,",IEEE,2009,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/990539721
990732549,2012 Fourth International Symposium on Information Science and Engineering (ISISE).,"IEEE Electrical Insulation Society Staff,",IEEE,2012,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/990732549
1004753371,2017 15th Canadian Workshop on Information Theory (CWIT).,"Canadian Workshop on Information Theory; Institute of Electrical and Electronics Engineers,","IEEE,",2017,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1004753371
1005845092,2017 IEEE International Symposium on Information Theory (ISIT) :25-30 June 2017.,"IEEE International Symposium on Information Theory; Institute of Electrical and Electronics Engineers,","IEEE,",2017,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1005845092
1012453629,"SMAP 2017 :12th International Workshop on Semantic and Social Media Adaptation and Personalization : proceedings : July 9-10, 2017, Bratislava, Slovakia /","International Workshop on Semantic and Social Media Adaptation and Personalization; Bielikova, Maria,Simko, Marian,; IEEE Computational Intelligence Society,Slovenská technická univerzita (Bratislava, Slovakia).Institute of Electrical and Electronics Engineers,; UMAP (Conference)","IEEE,",2017,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1012453629
1028646898,"Proceedings of the 2017 12th International Conference on Intelligent Systems and Knowledge Engineering (ISKE) :IEEE ISKE 2017 : November 24-26, 2017, NanJing, JiangSu, China /","International Conference on Intelligent Systems and Knowledge Engineering; Li, Tianrui,Martínez López, Luis,Li, Yun,; Institute of Electrical and Electronics Engineers,","IEEE,",2017,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1028646898
1028655838,2017 IEEE Information Theory Workshop (ITW).,"Information Theory Workshop; Institute of Electrical and Electronics Engineers,","IEEE,",2017,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1028655838
1039978635,"SKG 2017 :2017 13th International Conference on Semantics, Knowledge and Grids : proceedings : 14-15 August, 2017, Beijing, China /","International Conference on Semantics, Knowledge and Grid; Zhuge, Hai,Sun, Xiaoping,; IEEE Computer Society,Institute of Electrical and Electronics Engineers.","IEEE Computer Society, Conference Publishing Services,",2017,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1039978635
1053698636,2018 IEEE International Symposium on Information Theory (ISIT) :17-22 June 2018.,"IEEE International Symposium on Information Theory; Institute of Electrical and Electronics Engineers,","IEEE,",2018,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1053698636
1058064300,"2007 Information Theory and Applications Workshop :conference proceedings, University of California, San Diego, January 29, 2007-2 February 2007.",Information Theory and Applications Workshop; Information Theory and Applications Workshop.,"IEEE,",2007,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1058064300
1066426557,2016 Information Theory and Applications Workshop (ITA).,"IEEE Staff,; IEEE.",IEEE,2016,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1066426557
1086570583,2018 IEEE Information Theory Workshop (ITW).,"Information Theory Workshop; Zhongshan da xue (Guangzhou, China),Institute of Electrical and Electronics Engineers,","IEEE,",2018,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1086570583
1086610937,IEEE journal on selected areas in information theory.,"IEEE Information Theory Society,","Institute of Electrical and Electronics Engineers, Inc.,",2020,N/A,2641-8770, Information Theory,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1086610937
1104299333,"ISITA 2018, Singapore :proceedings of 2018 International Symposium on Information Theory and Its Applications (ISITA2018) : Grand Copthorne Waterfront, Singapore, October 28-31, 2018.","International Symposium on Information Theory and its Applications; Denshi Jōhō Tsūshin Gakkai (Japan).IEEE Information Theory Society,Denshi Jōhō Tsūshin Gakkai (Japan),","The Institute of Electronics, Information and Communication Engineers,",2018,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1104299333
1108755819,"IWCIT 2019 :Iran Workshop on Communication and Information Theory : 24-25 April 2019, Sharif University of Technology, Tehran, Iran.","Iran Workshop on Communication and Information Theory; Dānishgāh-i Ṣanʻatī-i Sharīf,Institute of Electrical and Electronics Engineers.Institute of Electrical and Electronics Engineers,","IEEE,",2019,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1108755819
1109191019,2013 Information Theory and Applications Workshop.,"Information Theory and Applications Workshop,; Information Theory and Applications Workshop.","IEEE,",2013,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1109191019
1120168923,"2019 International Conference on Data Science and Communication (IconDSC) :Faculty of Engineering, CHRIST (Deemed to be University), Bangalore, 2019-03-01 to 2019-03-02.","International Conference on Data Science and Communication; Christ University (Bangalore, India).Institute of Electrical and Electronics Engineers,","IEEE,",2019,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1120168923
1135649070,2019 14th International Workshop on Semantic and Social Media Adaptation and Personalization (SMAP).,"International Workshop on Semantic and Social Media Adaptation and Personalization; Cyprus University of Technology,Institute of Electrical and Electronics Engineers,","IEEE,",2019,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1135649070
1155864611,2019 IEEE Information Theory Workshop (ITW).,"Information Theory Workshop; Institute of Electrical and Electronics Engineers,","IEEE,",2019,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1155864611
1182823416,"2015 Iran Workshop on Communication and Information Theory :6-7 May 2015, Tehran, Iran /",Iran Workshop on Communication and Information Theory; Institute of Electrical and Electronics Engineers.,"Institute of Electrical and Electronics Engineers,",2015,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1182823416
1200516488,"Proceedings of IEEE 14th International Conference on Intelligent Systems and Knowledge Engineering (ISKE 2019) :November 14-16, 2019, Dalian, China /","International Conference on Intelligent Systems and Knowledge Engineering; Zou, Li,; Liaoning shi fan da xue,Dalian hai shi da xue,Institute of Electrical and Electronics Engineers.Institute of Electrical and Electronics Engineers,","IEEE Press,",2019,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1200516488
1200517981,"IWCIT 2020 :Iran Workshop on Communication and Information Theory : 26-28 May 2020, Sharif University of Technology, Tehran, Iran.","Iran Workshop on Communication and Information Theory; Dānishgāh-i Ṣanʻatī-i Sharīf,Institute of Electrical and Electronics Engineers.Institute of Electrical and Electronics Engineers,","IEEE,",2020,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1200517981
1201221451,"2020 IEEE International Symposium on Information Theory :proceedings : July 21-26, 2020, Virtual, Los Angeles, California, USA /","IEEE International Symposium on Information Theory; IEEE Information Theory Society,Institute of Electrical and Electronics Engineers,","IEEE,",2020,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1201221451
1224928909,2020 Information Theory and Applications Workshop (ITA).,"Information Theory and Applications Workshop; Institute of Electrical and Electronics Engineers,","IEEE,",2020,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1224928909
1227308545,SMAP 2020 :15th International Workshop on Semantic and Social Media Adaptation & Personalization : papers.,"International Workshop on Semantic and Social Media Adaptation and Personalization; Ionio Panepistēmio,IEEE Computational Intelligence Society,Institute of Electrical and Electronics Engineers,","IEEE,",2020,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1227308545
1243119555,"2019 15th International Conference on Semantics, Knowledge and Grids (SKG).",N/A,IEEE.,2019,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1243119555
1244118169,"Graph structures for knowledge representation and reasoning :6th International Workshop, GKR 2020, Virtual Event, September 5, 2020, Revised selected papers /","GKR (Conference); Cochez, Michael,Croitoru, Madalina,Marquis, PierreRudolph, Sebastian","Springer,",2021,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1244118169
1259084772,2016 IEEE International Symposium on Information Theory (ISIT) /,"Institute of Electrical and Electronics Engineers,","IEEE,",2016,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1259084772
1259178924,2015 IEEE Information Theory Workshop (ITW) /,"Institute of Electrical and Electronics Engineers,","IEEE,",2015,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1259178924
1259252636,"Information Optics (WIO), 2015 14th Workshop on /","Institute of Electrical and Electronics Engineers,","IEEE,",2015,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1259252636
1266289225,"27th International Conference on Computer Theory and Applications :ICCTA 2017 : conference proceedings : 28-30 October 2017, Alexandria, Egypt.","International Conference on Computer Theory and Applications; Computer Scientific Society,Institute of Electrical and Electronics Engineers.Institute of Electrical and Electronics Engineers,","IEEE,",2017,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1266289225
1266289785,"30th International Conference on Computer Theory and Applications :ICCTA 2020 : conference proceedings : 12-14 December 2020, Alexandria, Egypt.","International Conference on Computer Theory and Applications; Computer Scientific Society,Institute of Electrical and Electronics Engineers.Institute of Electrical and Electronics Engineers,","IEEE,",2020,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1266289785
1268551632,"25th International Conference on Computer Theory and Applications :ICCTA 2015 : conference proceedings : 24-26 October 2015, Alexandria, Egypt.","International Conference on Computer Theory and Applications; Computer Scientific Society,Institute of Electrical and Electronics Engineers.Institute of Electrical and Electronics Engineers,","IEEE,",2015,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1268551632
1268551722,"26th International Conference on Computer Theory and Applications :ICCTA 2016 : conference proceedings : 25-27 October 2016, Alexandria, Egypt.","International Conference on Computer Theory and Applications; Computer Scientific Society,Institute of Electrical and Electronics Engineers.Institute of Electrical and Electronics Engineers,","IEEE,",2016,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1268551722
1272920331,"2021 IEEE International Symposium on Information Theory :proceedings : 12-20 July, 2021 virtual, Melbourne, Victoria, Australia /","IEEE International Symposium on Information Theory; Institute of Electrical and Electronics Engineers,IEEE Information Theory Society,","IEEE,",2021,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1272920331
1272924982,"IWCIT 2021 :Iran Workshop on Communication and Information Theory : 19-20 May 2021, Sharif University of Technology, Tehran, Iran.","Iran Workshop on Communication and Information Theory; Dānishgāh-i Ṣanʻatī-i Sharīf,Institute of Electrical and Electronics Engineers,","IEEE,",2021,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1272924982
1277313977,Mastering uncertainty in mechanical engineering /,"Pelz, Peter F.,Groche, Peter,Pfetsch, Marc E.,Schaeffner, Maximilian,","Springer,",2021,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1277313977
1294170936,Information & media.,"Vilniaus Universitetas,","Vilnius University Press,",2021,N/A,2783-6207, Information Theory,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1294170936
1303388358,Fundamentals of information theory and coding design /,"Togneri, Roberto.,; DeSilva, Christopher J. S.","Chapman & Hall/CRC,",2002,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1303388358
1316132998,2008 Information Theory and Applications Workshop.,IEEE Staff; IEEE Staff,I E E E,2008,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1316132998
1316484234,2012 Information Theory and Applications Workshop.,IEEE Staff; IEEE Staff,IEEE,2012,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1316484234
1334882820,Dimensions of uncertainty in communication engineering  /,"Biglieri, Ezio.","Academic Press,",2022,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1334882820
1363834265,2022 IEEE International Symposium on Information Theory (ISIT).,"IEEE International Symposium on Information Theory; Institute of Electrical and Electronics Engineers,IEEE Information Theory Society,","IEEE,",2022,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1363834265
1368201477,"2022 IEEE 4th International Conference on Advanced Trends in Information Theory (ATIT) :conference proceedings : December 15-16, 2022, Kyiv, Ukraine /","IEEE International Conference on Advanced Trends in Information Theory; Institute of Electrical and Electronics Engineers,Institute of Electrical and Electronics Engineers,","IEEE,",2022,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1368201477
1373856987,SMAP 2022 :  17th International Workshop on Semantic and Social Media Adaptation & Personalization /,"International Workshop on Semantic and Social Media Adaptation and Personalization; Mylonas, Phivos,Kermanidou, Katia-Lida,; IEEE Computational Intelligence Society,Institute of Electrical and Electronics Engineers,","IEEE,",2022,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1373856987
1375648868,Objective information theory /,"Xu, Jianfeng,; Wang, Shuliang,Liu, Zhenyu,Wang, Yashi,Wang, Yingfei,Dang, Yingxu,","Springer Nature Singapore Pte Ltd,",2023,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1375648868
1377682559,2021 IEEE 3rd International Conference on Advanced Trends in Information Theory (ATIT) /,"Institute of Electrical and Electronics Engineers,","Institute of Electrical and Electronics Engineers,",2021,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1377682559
1377821046,"2022 IEEE Information Theory Workshop (ITW) :November 1-9, 2022 in Mumbai India /","Information Theory Workshop; Institute of Electrical and Electronics Engineers,IEEE Information Theory Society,","IEEE,",2022,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1377821046
1377823779,"2018 28th International Conference on Computer Theory and Applications (ICCTA) :ICCTA 2018 : proceedings : 30 October - 1 November 2018, Alexandria, Egypt /","Institute of Electrical and Electronics Engineers,","IEEE,",2018,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1377823779
1396077065,2023 IEEE International Symposium on Information Theory (ISIT).,N/A,IEEE,2023,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1396077065
1396874172,1765-2022 - IEEE Recommended Practice for Estimating the Uncertainty in Error Vector Magnitude of Measured Digitally Modulated Signals for Wireless Communications.,N/A,IEEE.,2022,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1396874172
1411312986,"Proceedings 2022 6th International Conference on Business and Information Management (ICBIM 2022) :26-28 August 2022, Guangzhou, China.","Institute of Electrical and Electronics Engineers; IEEE Computer Society,","IEEE Computer Society Conference Publishing Services,",2022,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1411312986
1411315020,2023 North American Power Symposium (NAPS) /,"Institute of Electrical and Electronics Engineers,",IEEE.,2023,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1411315020
1434172883,2013 12th Workshop on Information Optics (WIO) /,"Institute of Electrical and Electronics Engineers,","IEEE,",2013,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1434172883
1435762812,"Proceedings :International Symposium on Information Theory, 2005 : ISIT 2005 /","IEEE Information Theory Society,","IEEE,",2005,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1435762812
1435763423,"Proceedings of 2020 International Symposium on Information Theory and its Applications (ISITA2020) :: Kapolei, Hawai'i, USA, October 24-27, 2020 /","Institute of Electrical and Electronics Engineers,","IEEE,",2020,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1435763423
1435764959,"2015 10th International Workshop on Semantic and Social Media Adaptation and Personalization :SMAP 2015 : proceedings : November 5-6,2015, Trento, Italy /","International Workshop on Semantic and Social Media Adaptation and Personalization,","IEEE,",2015,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1435764959
1438989845,2024 18th International Conference on Ubiquitous Information Management and Communication (IMCOM) /,"Institute of Electrical and Electronics Engineers (IEEE),",IEEE.,2024,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1438989845
1439604539,"Information Theory (CWIT), 2015 IEEE 14th Canadian Workshop on /","Institute of Electrical and Electronics Engineers,","IEEE,",2015,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1439604539
1439605061,"Information Theory and its Applications (ISITA), 2014 International Symposium on /","Institute of Electrical and Electronics Engineers,","IEEE,",2014,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1439605061
1439607324,2019 IEEE International Symposium on Information Theory (ISIT) /,"Institute of Electrical and Electronics Engineers,","IEEE,",2019,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1439607324
1456754019,Uncertainty in computational intelligence-based decision making /,"Ahmadian, Ali,","Academic Press,",2025,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1456754019
1490992847,"Knowledge cartography for young thinkers :sustainability issues, mapping techniques and AI tools /","Okada, Alexandra,","Springer,",2025,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1490992847
1499173012,2024 19th International Workshop on Semantic and Social Media Adaptation & Personalization :SMAP 2024,"Institute of Electrical and Electronics Engineers,","IEEE,",2024,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1499173012
1505883006,1847.1-2024 - IEEE Recommended Practice for Location Accuracy User Acceptance Testing of Location Services for Healthcare /,"Institute of Electrical and Electronics Engineers,","IEEE,",2025,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1505883006
1515467283,2023 Seminar on Information Systems Theory and Practice (ISTP) /,"Institute of Electrical and Electronics Engineers (IEEE),",IEEE.,2023,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1515467283
1524509142,2024 IEEE International Symposium on Information Theory,"Institute of Electrical and Electronics Engineers,","IEEE,",2024,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1524509142
1531615867,2025 13th Iran Workshop on Communication and Information Theory (IWCIT),"Institute of Electrical and Electronics Engineers,","IEEE,",2025,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1531615867
1550791097,IEEE ISIT 2025 :2025 IEEE International Symposium on Information Theory Symposium Proceedings,"Institute of Electrical and Electronics Engineers,","IEEE,",2025,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1550791097
1567029270,2025 20th International Workshop on Semantic and Social Media Adaptation and Personalization :SMAP 2025,"Institute of Electrical and Electronics Engineers,","IEEE,",2025,N/A,N/A, Information Theory,EBOOKS,https://libswu.on.worldcat.org/oclc/1567029270
52985622,Reporting for journalists /,"Frost, Chris,","Routledge,",2003,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/52985622
60620688,Journalism & mass communication educator.,"Association for Education in Journalism and Mass Communication,Association of Schools of Journalism and Mass Communication,",Association for Education in Journalism and Mass Communication in cooperation with the Association of Schools of Journalism and Mass CommunicationSAGE,1995,N/A,2161-4326, Journalism-Practical Journalism - Study & Teaching,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/60620688
60624065,World broadcast engineering.,N/A,Intertec,2000,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/60624065
65519626,Electronic news.,Association for Education in Journalism and Mass Communication.,"Lawrence Erlbaum Associates,Taylor & FrancisSage",2007,N/A,1931-244X, Journalism-Practical Journalism - Study & Teaching,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/65519626
70774156,War and the media :reporting conflict 24/7 /,"Thussu, Daya Kishan.Freedman, Des,","Sage,",2003,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/70774156
276948468,"Communication, journalism education today.",Journalism Education Association (U.S.),"Journalism Education Association Inc.,",1998,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/276948468
290527745,News writing /,"McKane, Anna.","SAGE Publications,",2006,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/290527745
290535054,Newspaper journalism :a practical introduction /,"Pape, Susan.; Featherstone, Sue.","SAGE,",2005,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/290535054
290535117,Feature writing :a practical introduction /,"Pape, Susan.; Featherstone, Sue.","SAGE Publications,",2006,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/290535117
290537251,Sports journalism :context and issues /,"Boyle, Raymond,","SAGE,",2006,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/290537251
294908556,News as entertainment :the rise of global infotainment /,"Thussu, Daya Kishan.","Sage,",2007,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/294908556
297537900,Journalists under fire :information war and journalistic practices /,"Tumber, Howard.; Webster, Frank.","SAGE,",2006,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/297537900
298329091,"Good writing for journalists :narrative, style, structure /","Phillips, Angela.","SAGE Publications,",2007,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/298329091
605325082,Understanding global news :a critical introduction /,"Ginneken, Jaap van,","Sage,",1998,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/605325082
606550549,News and news sources :a critical introduction /,"Manning, Paul,","Sage Publications,",2001,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/606550549
607867179,Practical journalism :how to write news /,"Sissons, Helen.","SAGE Publications,",2006,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/607867179
638860686,Radio journalism /,"Starkey, Guy.; Crisell, Andrew.","Sage Publications,",2009,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/638860686
650081258,Alternative journalism /,"Atton, Chris.; Hamilton, James Frederick,","Sage,",2008,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/650081258
748997745,IRE Journal.,N/A,"University of Missouri Press,",1996,N/A,0164-7016, Journalism-Practical Journalism - Study & Teaching,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/748997745
760287026,Newspaper journalism /,"Cole, Peter.; Harcup, Tony.","SAGE,",2010,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/760287026
782129920,Interactive week.,N/A,Ziff-Davis.,1900,N/A,1078-7259, Journalism-Practical Journalism - Study & Teaching,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/782129920
787906506,Practical newspaper reporting /,"Spark, David.; Harris, Geoffrey.","SAGE,",2011,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/787906506
797818089,Television journalism /,"Cushion, Stephen.","SAGE,",2012,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/797818089
802052833,The handbook of global online journalism /,"Siapera, Eugenia.Veglis, Andreas.","Wiley-Blackwell,",2012,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/802052833
808344285,Broadcast news producing /,"Schultz, Brad,","Sage,",2005,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/808344285
808381420,"The pen and the sword :press, war, and terror in the 21st century /","Exoo, Calvin F.","SAGE,",2010,N/A,N/A, Journalism-Practical Journalism - Study & Teaching,EBOOKS,https://libswu.on.worldcat.org/oclc/808381420
