,,,,,,,,
Item OCLC Number,Title,Author Name,LHR Item Call Number,Conspectus Subject,Publisher Name,Publication Date,Circulation Activity Count,URL
658109072,Collins graded English tests.,"John, Ronald.",420.76 Jo65C, English Language - Modern,"Collins,",1980,0,https://libswu.on.worldcat.org/oclc/658109072
663441104,Communicative activities for EAP /,"Guse, Jenni.; Thornbury, Scott,",428.24 Gu982C, English Language - Modern,"Cambridge University Press,",2011,0,https://libswu.on.worldcat.org/oclc/663441104
664316304,Teaching English grammar :what to teach and how to teach it /,"Scrivener, Jim.",425.07 Sc434T, English Language - Modern,"Macmillan Education,",2010,0,https://libswu.on.worldcat.org/oclc/664316304
664316328,The new shorter Oxford English dictionary on historical principles /,N/A,423 Ne532(7), English Language - Modern,"Clarendon Press,",1993,0,https://libswu.on.worldcat.org/oclc/664316328
664591474,Merriam-Webster's compact visual dictionary /,"Corbeil, Jean Claude.; Archambault, Ariane.",423.17 Co789M, English Language - Modern,"Merriam-Webster,",2010,0,https://libswu.on.worldcat.org/oclc/664591474
664736839,Hemispheres 1 /,"Cameron, Scott.; Vargo, Mari.Iannuzzi, Susan.Bixby, Jenny.",428.24712 Ca182H 2008, English Language - Modern,"McGraw-Hill/ELT,",2008,0,https://libswu.on.worldcat.org/oclc/664736839
666242529,Oxford basic American dictionary for learners of English /,"Bradbery, Jennifer,",423 Ox98(11) 2011, English Language - Modern,"Oxford University Press,",2011,0,https://libswu.on.worldcat.org/oclc/666242529
668046327,ความรู้พื้นฐานภาษาอังกฤษกฎหมายสำหรับนักกฎหมายไทย =Legal English for Thai lawyers 2009 /,อภิรัตน์ เพ็ชรศิริ.,340.09593 อ262ค, English Language - Modern,"วิญญูชน,",2009,0,https://libswu.on.worldcat.org/oclc/668046327
669960549,Intermediate language practice with key :English grammar and vocabulary /,"Vince, Michael.; Tennant, Adrian.",428.24 Vi767I 2010, English Language - Modern,"Macmillan,",2010,0,https://libswu.on.worldcat.org/oclc/669960549
670147694,Origins :an etymological dictionary of modern English /,"Partridge, Eric,",422 Pa275O, English Language - Modern,"Routledge,",1990,0,https://libswu.on.worldcat.org/oclc/670147694
670325935,English grammar :understanding the basics /,"Altenberg, Evelyn P.,; Vago, Robert Michael,",425 Al466E, English Language - Modern,"Cambridge University Press,",2010,1,https://libswu.on.worldcat.org/oclc/670325935
670736901,Insight into IELTS /,"Jakeman, Vanessa.; McDowell, Clare.",428.24076 Ja25I, English Language - Modern,"Cambridge University Press,",2001,0,https://libswu.on.worldcat.org/oclc/670736901
681853847,คำศัพท์และสำนวนภาษาอังกฤษที่คนไทยใช้ผิดเป็นประจำ /,"สมิท, นาทาน.; นุชนารถ เอี่ยมอำนวยพรกุล.",428 ส313ค, English Language - Modern,"ฟีลกูด,",2008,0,https://libswu.on.worldcat.org/oclc/681853847
683010415,A new English-Thai dictionary,วิทย์ เที่ยงบูรณธรรม.,423.95911 ว579น, English Language - Modern,"รวมสาส์น,",1996,0,https://libswu.on.worldcat.org/oclc/683010415
683089657,ลาไมโครซอฟต์มาช่วยโลก =Leaving microsoft to change the world /,"วู้ด, จอห์น, 1964-; ศมณ สุวรรณรัตน์,",923.873 ว888ล, English Language - Modern,"เนชั่นบุ๊คส์,",2008,0,https://libswu.on.worldcat.org/oclc/683089657
683115375,Dictionary of noun =พจนานุกรม อังกฤษ-ไทยคำนาม /,"ฝ่ายวิชาการสำนักพิมพ์ Neo English Magazine,",423.9591 พ174(1), English Language - Modern,"สารสารมาร์เก็ตติ้ง,",1999,0,https://libswu.on.worldcat.org/oclc/683115375
683115386,Dictionary of adjective =พจนานุกรม อังกฤษ-ไทย คำคุณศัพท์,"ฝ่ายวิชาการสำนักพิมพ์ Neo English Magazine,",423.95911 ด519, English Language - Modern,"สารสาร มารเก็ตติ้ง,",1999,0,https://libswu.on.worldcat.org/oclc/683115386
683247771,Barron's essential words for the TOEFL :Test of English as a Foreign Language /,"Matthiesen, Steven J.",428.0076 Ma443B, English Language - Modern,"Barron's,",2011,0,https://libswu.on.worldcat.org/oclc/683247771
683312551,พูดภาษาอังกฤษแบบมือโปร =Professional English speaking at work /,สุรีรัตน์ ทองอินทร์.,428.1 ส867พ, English Language - Modern,"บิสคิต,",2008,0,https://libswu.on.worldcat.org/oclc/683312551
684952525,Grammar errors /,สุทิน พูลสวัสดิ์.,425.076 ส779ก, English Language - Modern,"ศูนย์หนังสือ ที.จี.อาร์.จี,",2009,0,https://libswu.on.worldcat.org/oclc/684952525
688435012,Revolution /,"Huizenga, Jann.; Huizenga, Linda.",973.7 Hu911R 2006, English Language - Modern,"Oxford University Press,",2006,0,https://libswu.on.worldcat.org/oclc/688435012
692291307,Concise Oxford English dictionary /,"Stevenson, Angus.Waite, Maurice.",423 Co744 2011, English Language - Modern,"Oxford University Press,",2011,0,https://libswu.on.worldcat.org/oclc/692291307
696631455,Exploring the use of a genre-based approach to teach scientific report writing to Thai EFL undergraduates /,Karmolnad Malakul.; Edith Cowan Universit.Edith Cowan University.,428.00711 Ka18E, English Language - Modern,N/A,2007,0,https://libswu.on.worldcat.org/oclc/696631455
697364718,หัลกการแปลภาษาัองกฤษ /,ุสมน อิรยิปิตัพน์ธ.,428.0295911 ส841ห, English Language - Modern,"บิรัษท เ็อม. ไพโอเีนย์ริอนเตอ์รเทรด จำักด,",2005,0,https://libswu.on.worldcat.org/oclc/697364718
701144582,เอาัตวรอดเื่มอุคยักบฝั่รง /,ิอนิทรา ิอนทรปีรชาัชย.,428.24 อ745อ 2551, English Language - Modern,"Dีด,",2008,0,https://libswu.on.worldcat.org/oclc/701144582
703811696,ไวยากร์ณัองกฤษ เีรยนเอง็กไ้ด-- ่งายัจง /,เนาวัรต์น เิรงโกุสม.,425 น836ว, English Language - Modern,"แสงดาว,",2000,0,https://libswu.on.worldcat.org/oclc/703811696
706625297,ุฟดิฟด for fly /,สรุยทธ อู่ยคำ.,428.24 ส328ฟ, English Language - Modern,"สถาับนสอนภาษาและเตีรยมความพ้รอมแอ์ร-ส๊จวต Sure Pass,",2008,0,https://libswu.on.worldcat.org/oclc/706625297
707907475,English ูพดิผดไ่ม้ตองอาย ูพดไ่มไ้ดสมควรอาย /,พจนารถ.,428.3 พ175อ, English Language - Modern,"Dีด,",2010,0,https://libswu.on.worldcat.org/oclc/707907475
709970190,Basic American idioms /,เมธีน อารยะสุกล.,428 ม834บ, English Language - Modern,"ดวงกมลัพบิลชิ่ชง,",2010,0,https://libswu.on.worldcat.org/oclc/709970190
709994787,กิรยาวีล =Phrasal verb /,ัมณฑนา เีกยริตพง์ษ.,425.6 ม335ก, English Language - Modern,"ดวงกมลัพบิลชิ่ชง,",2009,0,https://libswu.on.worldcat.org/oclc/709994787
712555850,Idioms and phrasal verbs.,"Gairns, Ruth.; Redman, Stuart.",428.24 Ga144I 2011, English Language - Modern,"Oxford University Press,",2011,0,https://libswu.on.worldcat.org/oclc/712555850
717304055,Tips for teaching listening :a practical approach /,"Richards, Jack C.,; Burns, Ann.",428.007 Ri516T 2012, English Language - Modern,"Pearson Education,",2012,0,https://libswu.on.worldcat.org/oclc/717304055
722190776,เจาะ้ขอสอบ TOEIC :reading & grammar /,ภาุณ ปัรชญะิวสาล.,428.0076 ภ431จ, English Language - Modern,"บิรัษท ดวงกมลสัมย จำักด,",2007,0,https://libswu.on.worldcat.org/oclc/722190776
725593193,แนว้ขอสอบ TU-GET /,มหาิวทยาัลยธรรมศาสต์ร.,428.2076 น927, English Language - Modern,"สำันกิพม์พมหาิวทยาัลยธรรมศาสต์ร,",2010,0,https://libswu.on.worldcat.org/oclc/725593193
726748140,Learning teaching :the essential guide to English language teaching /,"Scrivener, Jim.",420.7 Sc434L, English Language - Modern,"Macmillan Education,",2011,0,https://libswu.on.worldcat.org/oclc/726748140
726748140,Learning teaching :the essential guide to English language teaching /,"Scrivener, Jim.",420.7 Sc434L  c.2, English Language - Modern,"Macmillan Education,",2011,0,https://libswu.on.worldcat.org/oclc/726748140
726972174,IELTS language practice :English grammar and vocabulary /,"Vince, Michael.; French, Amanda.",428.0076 Vi767I 2011, English Language - Modern,"Macmillan,",2011,0,https://libswu.on.worldcat.org/oclc/726972174
728656829,"The writing process :a concise rhetoric, reader, and handbook /","Lannon, John M.",808.042 La292W 2012, English Language - Modern,"Pearson Education,",2012,0,https://libswu.on.worldcat.org/oclc/728656829
729506042,Speak English ูพดัองกฤษเ่กงั้ขนเทพ! /,ุสีรัรต์น ทองิอนท์ร.,428.3495911 ส867ส, English Language - Modern,"ิบสิคต,",2010,0,https://libswu.on.worldcat.org/oclc/729506042
730144759,การพูดภาษาอังกฤษตามหลักภาษาศาสตร์ /,พิณทิพย์ ทวยเจริญ.,421.52 พ662ก, English Language - Modern,"มหาวิทยาลัยธรรมศาสตร์,",1991,0,https://libswu.on.worldcat.org/oclc/730144759
730265353,English for academic correspondence and socializing /,"Wallwork, Adrian.",428 Wa215E 2011, English Language - Modern,"Springer,",2011,0,https://libswu.on.worldcat.org/oclc/730265353
730974114,เตีรยมสอบการเีขยน essays /,ชำนาญ ุศภินต์ย.; ุสิทน ูพลสัวสิ์ด.,421 ช532ต, English Language - Modern,"ูศน์ยหันงืสอ ีท.ีจ.อา์ร.ีอ. (ประทศไทย),",2010,0,https://libswu.on.worldcat.org/oclc/730974114
730974114,เตีรยมสอบการเีขยน essays /,ชำนาญ ุศภินต์ย.; ุสิทน ูพลสัวสิ์ด.,421 ช533ต 2553, English Language - Modern,"ูศน์ยหันงืสอ ีท.ีจ.อา์ร.ีอ. (ประทศไทย),",2010,0,https://libswu.on.worldcat.org/oclc/730974114
732353368,"Management and marketing, with mini dictionary /","Mackenzie, Ian.",658.03 Ma156M, English Language - Modern,"Language Teaching Publications,",1997,0,https://libswu.on.worldcat.org/oclc/732353368
733212440,Direct to TOEFL iBT :student's book /,"Lougheed, Lin,",428.0076 Lo887D 2011, English Language - Modern,"Macmillan,",2011,0,https://libswu.on.worldcat.org/oclc/733212440
740446230,Intermediate business grammar & practice /,"Brieger, Nick.; Sweeney, Simon.",428.202465 Br853I 2011, English Language - Modern,"Harpercollins,",2011,0,https://libswu.on.worldcat.org/oclc/740446230
741991444,Idioms and phrasal verbs.,"Gairns, Ruth.; Redman, Stuart.",428.24 Ga144I4 2011, English Language - Modern,"Oxford University Press,",2011,0,https://libswu.on.worldcat.org/oclc/741991444
742437026,ไวยากร์ณัองกฤษ อ่ยาิคด่วายาก /,ณพัวส์ส ัธมิพิพธ.,425 น189ว, English Language - Modern,"สำันกิพม์พแ่หงุจฬาลงกร์ณมหาิวทยาัลย,",2005,0,https://libswu.on.worldcat.org/oclc/742437026
743257391,ทำไม้ตองเีรยนไวยากร์ณัองกฤษ /,ประเพศ ไกรัจนท์ร.,425 ป332ท, English Language - Modern,"ศยาม,",2005,0,https://libswu.on.worldcat.org/oclc/743257391
744299779,The Cambridge guide to second language assessment /,"Coombe, Christine A.",428.24 Ca178 2012, English Language - Modern,"Cambridge University Press,",2012,0,https://libswu.on.worldcat.org/oclc/744299779
744299779,The Cambridge guide to second language assessment /,"Coombe, Christine A.",428.24 Ca178 2012  c.2, English Language - Modern,"Cambridge University Press,",2012,0,https://libswu.on.worldcat.org/oclc/744299779
744775156,Oxford English grammar course.a grammar practice book for intermediate and upper-intermediate students of English : with answers /,"Swan, Michael,; Walter, Catherine,",428.24 Sw972O4 2011, English Language - Modern,"Oxford University Press,",2011,2,https://libswu.on.worldcat.org/oclc/744775156
745918412,Focus on grammar :an intermediate course for reference and practice /,"Fuchs, Marjorie,",428.24 Fu951F4, English Language - Modern,"Addison-Wesley,",1994,0,https://libswu.on.worldcat.org/oclc/745918412
746743487,English grammar for students & learners /,วรุวิฒ ู้กเีกยริตันน์ท.,425 ว862อ, English Language - Modern,"ทฤษีฎ,",2004,0,https://libswu.on.worldcat.org/oclc/746743487
746837937,Principles and practices for teaching English as an international language /,Lubna Alsagoff.,428.0071 Pr957, English Language - Modern,"Routledge,",2012,0,https://libswu.on.worldcat.org/oclc/746837937
747522095,ความหัวงและความก้ลา :เีรยนภาษาัองกฤษจากเื่รองี่ทุคณื่ชนชอบ = Hope and courage : learn English from your favorite stories /,ปราีณ ธนะชาันน์ท.,428 ค181, English Language - Modern,"บิรัษทีรดเดอ์รส ไดเจส์ท (ประเทศไทย) จำักด,",2004,0,https://libswu.on.worldcat.org/oclc/747522095
748625891,Transcribing the sound of English :a phonetics workbook for words and discourse /,"Tench, Paul.",421.17 Te289T 2011, English Language - Modern,"Cambridge University Press,",2011,0,https://libswu.on.worldcat.org/oclc/748625891
748976995,Class readers.,"Greenwood, Jean.",428.6 Gr816C, English Language - Modern,"Oxford University Press,",1988,0,https://libswu.on.worldcat.org/oclc/748976995
748976995,Class readers.,"Greenwood, Jean.",428.6 Gr816C  c.2, English Language - Modern,"Oxford University Press,",1988,0,https://libswu.on.worldcat.org/oclc/748976995
748976995,Class readers.,"Greenwood, Jean.",428.6 Gr816C  c.3, English Language - Modern,"Oxford University Press,",1988,0,https://libswu.on.worldcat.org/oclc/748976995
748980861,A book of English idiom /,"Collin, V. H.",423.1 Co  c.2, English Language - Modern,"Longman,",1958,0,https://libswu.on.worldcat.org/oclc/748980861
749002025,English vocabulary in use :Elementary /,"McCarthy, Michael,; O'Dell, Felicity.",428.2076 Ma123E, English Language - Modern,"Cambridge University Press,",1999,0,https://libswu.on.worldcat.org/oclc/749002025
749002025,English vocabulary in use :Elementary /,"McCarthy, Michael,; O'Dell, Felicity.",428.2076 Ma123E  c.2, English Language - Modern,"Cambridge University Press,",1999,0,https://libswu.on.worldcat.org/oclc/749002025
749002025,English vocabulary in use :Elementary /,"McCarthy, Michael,; O'Dell, Felicity.",428.2076 Ma123E  c.3, English Language - Modern,"Cambridge University Press,",1999,0,https://libswu.on.worldcat.org/oclc/749002025
749002025,English vocabulary in use :Elementary /,"McCarthy, Michael,; O'Dell, Felicity.",428.2076 Ma123E  c.4, English Language - Modern,"Cambridge University Press,",1999,0,https://libswu.on.worldcat.org/oclc/749002025
749006689,Ship or sheep? :an intermediate pronunciation course /,"Baket, Ann.",421.52 Ba167S, English Language - Modern,"Cambridge University Press,",1981,0,https://libswu.on.worldcat.org/oclc/749006689
749696105,การแปลเิชงปิฏับิต =[Practical translation] /,ประเืทอง ิทนัรต์น.,418.02 ป285ก, English Language - Modern,"สำันกิพม์พมหาิวทยาัลยเกษตรศาสต์ร,",2000,0,https://libswu.on.worldcat.org/oclc/749696105
750903983,A history of the English language.,"Baugh, Albert Croll,",420.3 Ba, English Language - Modern,"D. Appleton-Century Company, Incorporated",1935,0,https://libswu.on.worldcat.org/oclc/750903983
752336715,Trends and issues in postsecondary English studies.,N/A,420.7 Tr794, English Language - Modern,National Council of teachers of English,1999,0,https://libswu.on.worldcat.org/oclc/752336715
753115742,The handbook of good English /,"Johnson, Edward D.,",428.2 Jo66H, English Language - Modern,"Washington Square Press,",1991,0,https://libswu.on.worldcat.org/oclc/753115742
754186776,The Cambridge guide to pedagogy and practice in second language teaching /,"Richards, Jack C.,Burns, Anne,",428.0071 Ca178(6) 2012, English Language - Modern,"Cambridge University Press,",2012,0,https://libswu.on.worldcat.org/oclc/754186776
754742953,Oxford English grammar course.a grammar practice book for elementary to pre-intermediate students of English : with answers /,"Swan, Michael,; Walter, Catherine,",428.24 Sw972O2 2011, English Language - Modern,"Oxford University Press,",2011,3,https://libswu.on.worldcat.org/oclc/754742953
754763997,Longman active study dictionary.,N/A,423 Lo856(1) 2010, English Language - Modern,"Pearson Education,",2010,0,https://libswu.on.worldcat.org/oclc/754763997
755080562,Genres across the disciplines :student writing in higher education /,"Nesi, Hilary.; Gardner, Sheena.",808.04207 Ne459G, English Language - Modern,"Cambridge University Press,",2012,0,https://libswu.on.worldcat.org/oclc/755080562
756578637,"Antonyms in English :construals, constructions and canonicity /","Jones, Steven,",420.14 An635 2012, English Language - Modern,"Cambridge University Press,",2012,0,https://libswu.on.worldcat.org/oclc/756578637
756742007,Pre-intermediate business grammar & practice /,"Brieger, Nick.; Sweeney, Simon.",428.202465 Br853P 2011, English Language - Modern,"Harpercollins,",2011,0,https://libswu.on.worldcat.org/oclc/756742007
756815716,Reading beyond words /,"Adams, W. Royce.; Brody, Jane.",808.04207 Ad219R 2000, English Language - Modern,"Thomson/Wadsworth,",2000,0,https://libswu.on.worldcat.org/oclc/756815716
758397420,Disciplinary identities :individuality and community in academic discourse /,"Hyland, Ken.",420.141 Hy996D, English Language - Modern,"Cambridge University Press,",2012,0,https://libswu.on.worldcat.org/oclc/758397420
759547674,Cambridge English for human resources /,"Sandford, George.",428.34 Sa217C, English Language - Modern,"Cambridge Univiversity Press,",2011,0,https://libswu.on.worldcat.org/oclc/759547674
759547674,Cambridge English for human resources /,"Sandford, George.",428.34 Sa217C  c.2, English Language - Modern,"Cambridge Univiversity Press,",2011,0,https://libswu.on.worldcat.org/oclc/759547674
761366170,Professional English in use.,"McKeown, Arthur.",428.24 Ma155P 2011, English Language - Modern,"Cambridge University Press,",2011,0,https://libswu.on.worldcat.org/oclc/761366170
762022917,Assessing writing /,"Weigle, Sara Cushing.; Bachman, Lyle F.,",420.714 We419A, English Language - Modern,Cambridge University Press,2002,0,https://libswu.on.worldcat.org/oclc/762022917
767569388,Discourse in English language education /,"Flowerdew, John.",420.141 Fl644D 2013, English Language - Modern,"Routledge,",2013,0,https://libswu.on.worldcat.org/oclc/767569388
768488893,English grammar in use :a reference and practice book for intermediate students of English /,"Murphy, Raymond.",428.24 Mu978E 2006, English Language - Modern,"Cambridge University Press,",2007,0,https://libswu.on.worldcat.org/oclc/768488893
770822166,Writing research papers :from essay to research paper /,"Zemach, Dorothy E.; Broudy, Daniel.Valvona, Chris.",808.042 Ze53W6 2011, English Language - Modern,"Macmillan,",2011,1,https://libswu.on.worldcat.org/oclc/770822166
770822168,Writing sentences :the basics of writing /,"Zemach, Dorothy E.",808.042 Ze53W7 2011, English Language - Modern,"Macmillan Education,",2011,2,https://libswu.on.worldcat.org/oclc/770822168
773218735,Communicative business English.,Kusumal Rajatanun.,428.20465 Ku97C, English Language - Modern,Thammasat University Press,1987,0,https://libswu.on.worldcat.org/oclc/773218735
773218735,Communicative business English.,Kusumal Rajatanun.,428.20465 Ku97C  c.2, English Language - Modern,Thammasat University Press,1987,0,https://libswu.on.worldcat.org/oclc/773218735
773218735,Communicative business English.,Kusumal Rajatanun.,428.20465 Ku97C  c.3, English Language - Modern,Thammasat University Press,1987,0,https://libswu.on.worldcat.org/oclc/773218735
773218735,Communicative business English.,Kusumal Rajatanun.,428.20465 Ku97C  c.4, English Language - Modern,Thammasat University Press,1987,0,https://libswu.on.worldcat.org/oclc/773218735
773220084,Critical reading.,Daranee Pummawan.,428.4 Da213C, English Language - Modern,"Dept. of Western Languages, Faculty of Humanities, Srinakharinwirot University, Bangsaen Campus,",1986,0,https://libswu.on.worldcat.org/oclc/773220084
773220084,Critical reading.,Daranee Pummawan.,428.4 Da213C  c.2, English Language - Modern,"Dept. of Western Languages, Faculty of Humanities, Srinakharinwirot University, Bangsaen Campus,",1986,0,https://libswu.on.worldcat.org/oclc/773220084
773220084,Critical reading.,Daranee Pummawan.,428.4 Da213C  c.3, English Language - Modern,"Dept. of Western Languages, Faculty of Humanities, Srinakharinwirot University, Bangsaen Campus,",1986,0,https://libswu.on.worldcat.org/oclc/773220084
773223880,Better reading skills /,"Lee, Kai-fat.",428.4 Le478B, English Language - Modern,"Oxford University Press,",1978,0,https://libswu.on.worldcat.org/oclc/773223880
773223880,Better reading skills /,"Lee, Kai-fat.",428.4 Le478B  c.2, English Language - Modern,"Oxford University Press,",1978,0,https://libswu.on.worldcat.org/oclc/773223880
773223880,Better reading skills /,"Lee, Kai-fat.",428.4 Le478B  c.5, English Language - Modern,"Oxford University Press,",1978,0,https://libswu.on.worldcat.org/oclc/773223880
773243051,English in scientific context /,Pornsiri Muangsamai.,428.20245 Po836E, English Language - Modern,"Kasetsart University Press,",1998,0,https://libswu.on.worldcat.org/oclc/773243051
773243051,English in scientific context /,Pornsiri Muangsamai.,428.20245 Po836E  c.2, English Language - Modern,"Kasetsart University Press,",1998,0,https://libswu.on.worldcat.org/oclc/773243051
773243051,English in scientific context /,Pornsiri Muangsamai.,428.20245 Po836E  c.3, English Language - Modern,"Kasetsart University Press,",1998,0,https://libswu.on.worldcat.org/oclc/773243051
773243054,Reading for mass communication /,Bhikul Punyaratabandhu.,428.64 Bh575R, English Language - Modern,"Kasetsart University Press,",1998,0,https://libswu.on.worldcat.org/oclc/773243054
773244794,Communicative letter writing for all purposes /,Sumtum Parisuthiman.,428.202465 Su956C, English Language - Modern,"Thammasat University Press,",1998,0,https://libswu.on.worldcat.org/oclc/773244794
773244794,Communicative letter writing for all purposes /,Sumtum Parisuthiman.,428.202465 Su956C  c.2, English Language - Modern,"Thammasat University Press,",1998,0,https://libswu.on.worldcat.org/oclc/773244794
773245929,English for arts professions /,Phoolsook Ratanotayanonth.,428 Ph574E, English Language - Modern,"Chulalongkorn University,",1993,0,https://libswu.on.worldcat.org/oclc/773245929
773250116,Sentence composition /,Pimpan Vessakosol.,428.2076 Pi644S, English Language - Modern,"Thummasat [i.e. Thammasat] University Press,",2000,0,https://libswu.on.worldcat.org/oclc/773250116
773250116,Sentence composition /,Pimpan Vessakosol.,428.2076 Pi644S  c.2, English Language - Modern,"Thummasat [i.e. Thammasat] University Press,",2000,0,https://libswu.on.worldcat.org/oclc/773250116
773250116,Sentence composition /,Pimpan Vessakosol.,428.2076 Pi644S  c.3, English Language - Modern,"Thummasat [i.e. Thammasat] University Press,",2000,0,https://libswu.on.worldcat.org/oclc/773250116
773254354,"Paragraph writing,",Pornpimol Chutisilp.; Amara Poovatanasedj.,808.042 Po836P, English Language - Modern,"Thammasat University Press,",1981,0,https://libswu.on.worldcat.org/oclc/773254354
773254354,"Paragraph writing,",Pornpimol Chutisilp.; Amara Poovatanasedj.,808.042 Po836P  c.2, English Language - Modern,"Thammasat University Press,",1981,0,https://libswu.on.worldcat.org/oclc/773254354
773256242,Writing themes about literature /,"Roberts, Edgar V.",808.0668 Ro643W, English Language - Modern,"Prentice-Hall International,",1991,0,https://libswu.on.worldcat.org/oclc/773256242
773256907,Communicative English for social science students /,Rabieb Nakalasin.,428.249591 Ra116C 2002, English Language - Modern,"Thammasat University Press,",2002,0,https://libswu.on.worldcat.org/oclc/773256907
773257201,Reading better in English /,Payongsiri Jithavech.,428.4 Pa346R, English Language - Modern,"Thammasat University Press,",2002,0,https://libswu.on.worldcat.org/oclc/773257201
773257201,Reading better in English /,Payongsiri Jithavech.,428.4 Pa346R  c.2, English Language - Modern,"Thammasat University Press,",2002,0,https://libswu.on.worldcat.org/oclc/773257201
777150602,Oh! god ัมนยอดมาก /,ัวงไพร ีสัสง์ข.; ีอี่ซ-เิล์รน.,425 อ769อ, English Language - Modern,"Best Book,",2011,0,https://libswu.on.worldcat.org/oclc/777150602
778314685,English phonetics and phonology :an introduction /,"Carr, Philip,",421.5 Ca312E, English Language - Modern,"Wiley-Blackwell,",2013,0,https://libswu.on.worldcat.org/oclc/778314685
778344288,Oxford English grammar course.with answers /,"Swan, Michael,; Walter, Catherine,",428.24 Sw972O 2011, English Language - Modern,"Oxford University Press,",2011,0,https://libswu.on.worldcat.org/oclc/778344288
779079894,BEC higher :practice tests from the University of Cambridge Local Examinations Syndicate.,University of Cambridge.,428.2402465 Ca178, English Language - Modern,"Cambridge University Press,",2002,0,https://libswu.on.worldcat.org/oclc/779079894
779525570,50 steps to improving your academic writing :study book /,"Sowton, Chris,",808.0428 So731F 2012, English Language - Modern,"Garnet Publishing Ltd,",2012,0,https://libswu.on.worldcat.org/oclc/779525570
779540281,English for import-export business /,Sucharat Rimkeeratikul.,428.2402465 Su942E, English Language - Modern,"Thammasat University Press,",2004,0,https://libswu.on.worldcat.org/oclc/779540281
779677938,College English for the information age /,Damrong Attaprechakul.,428.6 Da166C, English Language - Modern,"Thammasat University Press,",2003,0,https://libswu.on.worldcat.org/oclc/779677938
779888308,Sentence writing /,Panatip Pinijsakkul.,428.2 Pa187S, English Language - Modern,"Thammasat University Press,",2007,0,https://libswu.on.worldcat.org/oclc/779888308
779898830,English for tourism.,Wannaporn Wanichanugorn.,428.2 Wa249E, English Language - Modern,"Chulalognkorn University Press,",2009,0,https://libswu.on.worldcat.org/oclc/779898830
779898830,English for tourism.,Wannaporn Wanichanugorn.,428.2 Wa249E  c.2, English Language - Modern,"Chulalognkorn University Press,",2009,0,https://libswu.on.worldcat.org/oclc/779898830
779901785,Communicative English for tourism /,Kanitta Utawanit.,428.34 Ka16C2 1991, English Language - Modern,"Thammasat University Press,",1991,0,https://libswu.on.worldcat.org/oclc/779901785
779901849,Writing essays /,Tragarn Kalchayanant.,808.4 Tr765W, English Language - Modern,"Thammasat University Press,",2009,0,https://libswu.on.worldcat.org/oclc/779901849
779919342,Reading skill development /,Thirawat Tanthanis.,428.43 Th445R, English Language - Modern,"Thammasat University Press,",2009,3,https://libswu.on.worldcat.org/oclc/779919342
780006299,Systematic reading I /,Chuencheewee Chalermpatarakul.,428 Sy995 2010, English Language - Modern,"Thammasat University Press,",2010,0,https://libswu.on.worldcat.org/oclc/780006299
780006299,Systematic reading I /,Chuencheewee Chalermpatarakul.,428 Sy995 2010  c.2, English Language - Modern,"Thammasat University Press,",2010,0,https://libswu.on.worldcat.org/oclc/780006299
781228136,เตีรยมสอบ TU-GET update edition ภาษาัองกฤษเ้ขามหาิวทยาัลยธรรมศาสต์ร =The best test preparation for TU-GET /,ุสิทน ูพลสัวสิ์ด.,428.24076 ต717(2), English Language - Modern,"ูศน์ยหันงืสอ ีท.ีจ.อา์ร.ีอ.,",2010,0,https://libswu.on.worldcat.org/oclc/781228136
781479659,The Collins concise dictionary of the English language.,N/A,423 Co712(25), English Language - Modern,"Collins,",1989,0,https://libswu.on.worldcat.org/oclc/781479659
785082490,English as an international language in Asia :implications for language education /,"Kirkpatrick, Andy,Sussex, Roland,",428.0071 En58 2012, English Language - Modern,"Springer Verlag,",2012,0,https://libswu.on.worldcat.org/oclc/785082490
785864357,Improve your grammar /,"Harrison, Mark,; Jakeman, Vanessa.Paterson, Ken,",428.2 Ha321I 2012, English Language - Modern,"Palgrave Macmillan,",2012,1,https://libswu.on.worldcat.org/oclc/785864357
790704423,The English language :a historical introduction /,"Barber, Charles Laurence,; Beal, Joan C.,Shaw, Philip A.,",420.9 Ba234E 2012, English Language - Modern,"Cambridge University Press,",2012,0,https://libswu.on.worldcat.org/oclc/790704423
793099503,Analysing English grammar :a systemic-functional introduction /,"Fontaine, Lise,",425 Fo678A 2013, English Language - Modern,"Cambridge University Press,",2013,0,https://libswu.on.worldcat.org/oclc/793099503
793187644,The Routledge handbook of world Englishes /,"Kirkpatrick, Andy.",427 Ro869 2012, English Language - Modern,"Routledge,",2012,0,https://libswu.on.worldcat.org/oclc/793187644
793544668,Learning to read and reading to learn :for better reading skills /,Kanda Thammongkol.,428.40712 Ka16L, English Language - Modern,"Language Institute, Chulalongkorn University,",1994,0,https://libswu.on.worldcat.org/oclc/793544668
794008530,"Grammatical analysis, synthesis and transformation of sentence :self-study text with answer key /",Natchaya Chalaysap.; สถาบันบัณฑิตพัฒนบริหารศาสตร์.,428.2 Na273G, English Language - Modern,โครงการส่งเสริมเอกสารวิชาการ สถาบันบัณฑิตพัฒนบริหารศาสตร์ร่วมกับโอเ,1988,0,https://libswu.on.worldcat.org/oclc/794008530
