,,,,,,,,,
OCLC Number,Title,Author Name,Publisher Name,Publication Date,Title ISSN,Title eISSN,Conspectus Subject,Material Subformat,URL
1145545174,The SAGE handbook of critical pedagogies /,"Steinberg, Shirley R.,Down, Barry,","SAGE Publications,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1145545174
1149432798,"Making Democracy - Aushandlungen von Freiheit, Gleichheit und Solidarität im Alltag /","Landkammer, Nora,Maier, Carina,Marchart, Oliver,Rajal, Elke,Trafo.K,","Transcript-Verlag,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1149432798
1151476128,The gender-sensitive university :a contradiction in terms? /,"Drew, Eileen P.,Canavan, Siobhán,","Routledge,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1151476128
1154427810,Gender and sexuality diversity in a culture of limitation :student and teacher experiences in schools /,"Ferfolja, Tania,; Ullman, Jacqueline,","Routledge,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1154427810
1154534484,Gender and Sexuality Diversity in a Culture of Limitation :Student and Teacher Experiences in Schools.,"Ferfolja, Tania.; Ullman, Jacqueline.","Taylor & Francis Group,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1154534484
1155440761,Gleichstellungspolitik an Hochschulen :Was wissen und wie handeln Professorinnen und Professoren? /,"Klammer, Ute,; Altenstäder, Lara,Petrova-Stoyanov, Ralitsa,Węgrzyn, Ewa,","Verlag Barbara Budrich,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1155440761
1156437517,The enduring legacy :structured inequality in America's public schools /,"Ryan, Mark,","University of Michigan Press,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1156437517
1156783831,Education & Democracy: Journal of Didactics & Educational Policy.,N/A,Orebro University.,,N/A,N/A, Educational Sociology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1156783831
1192354050,The happiest days? :how pupils cope with school /,"Woods, Peter,","Falmer Press,",1990,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1192354050
1194504507,"Identity safe classrooms, grades 6-12 :pathways to belonging and learning /","Cohn-Vargas, Becki,; Creer Kahn, Alexandrea,Epstein, Amy,","Corwin,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1194504507
1198931535,Religion in der Schule :Pädagogische Praxis zwischen Diskriminierung und Anerkennung /,"Willems, Joachim,; Deutsche Forschungsgemeinschaft (DFG)","Transcript-Verlag,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1198931535
1225934803,Sozioanalyse in der pädagogischen Arbeit :Ansätze und Möglichkeiten zur Bearbeitung von Bildungsungleichheit /,"Rutter, Sabrina,","Springer VS,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1225934803
1229624302,Focus on Fresh Data on the Language of Instruction in Tanzania and South Africa,Martha Qorro.; Birgit Brock-Utne.Zubeida Desai.,African Minds,2012,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1229624302
1235869677,"Equity, equality and diversity in the Nordic model of education /","Frønes, Tove Stjern,Pettersen, Andreas,Radišić, Jelena,Buchholtz, Nils,","Springer,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1235869677
1240720953,Guiding teams to excellence with equityculturally proficient facilitation /,"Krownapple, John,","Corwin, a SAGE publishing company,",2017,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1240720953
1248759495,"Anders lernen, arbeiten und leben :Für eine Transformation von Pädagogik und Gesellschaft /","Bröcher, Joachim,","Transcript-Verlag,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1248759495
1256450442,Academic Pipeline Programs :Diversifying Pathways from the Bachelor's to the Professoriate /,"Byrd, Curtis D.,; Mason, Rihana S.,","Lever Press,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1256450442
1256590310,Participation and reconciliation :preconditions of justice /,"ʻAdwān, Sāmī ʻAbd al-Razzāq.Wildfeuer, Armin G.","Barbara Budrich,",2011,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1256590310
1260191197,"Rechte Verhaltnisse in Hochschule und Gesellschaft  :Rassismus, Rechtspopulismus und extreme Rechte zum Thema machen.",MARKUS BAUM; JULIA MARIA BREIDUNG; MARTIN SPETSMAN.,"VERLAG BARBARA BUDRICH,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1260191197
1264709908,Bildung.Macht.Diversität. :Critical Diversity Literacy im Hochschulraum /,"Dankwa, Serena O.,Filep, Sarah-Mee,Klingovsky, Ulla,Pfruender, Georges,","transcript :Transcript Verlag,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1264709908
1264710057,Engaging schooling subjectivities across post-apartheid urban spaces /,"Fataar, Aslam,","Sunmedia,",2015,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1264710057
1268545265,Including LGBTQ parented families in schools :research to inform policy and practice /,"Mann, Trent,; Jones, Tiffany,","Routledge,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1268545265
1276797841,"Compliance and resistance within neoliberal academia :biographical stories, collective voices /","Gair, Susan,; Hager, Tamar,Herzog, Omri,","Palgrave Pivot,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1276797841
1281773575,"Equity, teaching practice and the curriculum :exploring differences in access to knowledge /","Wahlström, Ninni,","Routledge,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1281773575
1286947981,Uprooting bias in the academy :lessons from the field /,"Bisson, Linda F.,Grindstaff, Laura,Brazil-Cruz, Lisceth,Barbu, Sophie J.,","Springer,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1286947981
1287286079,"Geschlecht, Bildung, Profession :Ungleichheiten im pädagogischen Berufsfeld /","Burren, SusanneLarcher-Klee, SabinaJoris, ElisabethMakarova, ElenaZiegler, BéatriceLindner, JanaWenger, NadineBaumgarten, DianaKappler, ChristaHupka-Brunner, SandraLeemann, Regula JuliaPfeifer Brändli, AndreaImdorf, ChristianHafner, Sandra",Verlag Barbara Budrich,2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1287286079
1288418844,"Space, place and educational settings /","Freytag, Tim,Lauen, Douglas,Robertson, Susan L.,","Springer,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1288418844
1291194247,"Social innovation in higher education :landscape, practices, and opportunities /","Păunescu, Carmen,Lepik, Katri-Liis,Spencer, Nicholas,","Springer,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1291194247
1293255501,Equity warriors :creating schools that students deserve /,"Perry, George S.,; Richardson, Joan.","Corwin,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1293255501
1298600868,Schools and society :a sociological approach to education /,"Ballantine, Jeanne H.,Spade, Joan Z.,Stuber, Jenny M.,","SAGE Publications, Inc.,",2018,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1298600868
1298711125,"Soft skills for kids :in schools, at home, and online /","Melser, Nancy Armstrong,","Rowman & Littlefield,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1298711125
1300756214,"Learning, marginalization, and improving the quality of education in low-income countries /","Wagner, Daniel A.,Castillo, Nathan M.,Lewis, Suzanne Grant,","Open Book Publishers,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1300756214
1302164820,"Kritik und Post-Kritik :Zur deutschsprachigen Rezeption des ""Manifests für eine Post-Kritische Pädagogik"" /","Bittner, Martin,Bittner, Martin,Breser, Britta,Brunkhorst, Hauke,Czejkowska, Agnieszka,Engel, Nicolas,Hodgson, Naomi,Krönig, Franz Kasper,Seyss-Inquart, Julia,Vehse, Paul,Vlieghe, Joris,Wischmann, Anke,Wischmann, Anke,Wittig, Steffen,Zamojski, Piotr,Zulaica y Mugica, Miguel,; ZeBUSS Zentrum für Bildungs-, Unterrichts-, Schul- und Sozialisationsforschung, Ausschuss für Forschung und Wissenstransfer der Europa-Universität, Professur der Theorie der Bildung, des Lehrens und des Lernens, Professur empirische Bildungsforschung","transcript Verlag,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1302164820
1302757309,Equity policies in global higher education :reducing inequality and increasing participation and attainment /,"Tavares, Orlanda,Sá, Carla,Sin, Cristina,Amaral, Alberto,","Palgrave Macmillan,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1302757309
1308952988,Muros de discriminación y exclusión en la construcción de identidades :la mirada de las ciencias sociales /,"Cotán Fernández, Almudena,Ruiz Sánchez, José Carlos,","Dykinson S.L.,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1308952988
1308955099,Igualdad y calidad educativa :oportunidades y desafíos de la enseñanza /,"Vega-Caro, Luisa,Vico Bosch, Alba,","Dykinson S.L.,",2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1308955099
1313530288,Sexuelle Bildung und sexualisierte Gewalt in Schulen: Zwischen Anspruch und Wirklichkeit.,"Urban, Maria.","Psychosozial-Verlag Johann Wirth und Hans-Jürgen Wirth GbR :Psychosozial-Verlag,",2019,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1313530288
1316196963,Affirmative action in the United States and India :a comparative perspective /,"Weisskopf, Thomas E.,","Routledge,",2004,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1316196963
1317342645,Critical theory and pedagogy :towards the reconstruction of education /,"Kellner, Douglas,","Peter Lang,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1317342645
1321821072,Getting into good trouble at school :a guide to building an antiracist school system /,"Hutchings, Gregory C.,; Reed, Douglas S.,","Corwin,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1321821072
1327797174,System recall :leading for equity and excellence in education /,"Harris, Alma,; Jones, Michelle S.,Piccoli, Adrian,Zhao, Yong,","Corwin, a SAGE Company,",2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1327797174
1329430618,The Nordic education model in context :historical developments and current renegotiations /,"Tröhler, Daniel,Hörmann, Bernadette,Tveit, Sverre,Bostad, Inga,","RoutledgeTaylor & Francis Group,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1329430618
1331412717,Critical storytelling :experiences of power abuse in academia /,"Hansen, Julie,Nilsson, Ingela,","Brill,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1331412717
1335755979,Positioning diversity in Kenyan schools :teaching in the face of inequality and discrimination /,"Möllendorff, Malve von,","African Minds,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1335755979
1338671179,Equity in education & society.,N/A,"SAGE Journals,",2022,N/A,2752-6461, Educational Sociology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1338671179
1341279182,"Teaching literacy in troubled times :identity, inquiry, and social action at the heart of instruction /","Skerrett, Allison,; Smagorinsky, Peter,Souto-Manning, Mariana,","Corwin,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1341279182
1343700006,Geschlechtlichkeit und pädagogisches HandlungswissenEine rekonstruktive Studie zum schulischen Raum des Sicht- und Sagbaren,"Carnap, Anna",Verlag Barbara Budrich,2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1343700006
1354181664,Post-Heteronormativität und SchuleSoziale Deutungsmuster von Lehrkräften über vielfältige geschlechtliche und sexuelle Lebensweisen,"Klenk, Florian Cristobal",Verlag Barbara Budrich,2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1354181664
1356799944,"Gender diversity, equity, and inclusion in academia :a conceptual framework for sustainable transformation /","Duarte, Melina,Losleben, Katrin,Fjørtoft, Kjersti,","Routledge, Taylor & Francis Group,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1356799944
1358764486,"Education, equity and inclusion :teaching and learning for a sustainable north /","Hirshberg, Diane,Beaton, Mhairi.Maxwell, Gregor,Turunen, Tuija,Peltokorpi, Janette,","Springer,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1358764486
1365390876,Erziehungswissenschaftliche Grundbegriffe im Spiegel der Inklusionsforschung /,"Sturm, Tanja,Balzer, Nicole,Budde, Jürgen,Hackbarth, Anja,","Verlag Barbara Budrich,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1365390876
1371329721,Living well in a world worth living in for all.,"Reimer, Kristin Elaine,Kaukko, Mervi,Windsor, Sally,Mahon, Kathleen,Kemmis, Stephen,","Springer,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1371329721
1371486180,"Justice, education, and the world of today :philosophical investigations /","Bostad, Inga,Papastephanou, Marianna,Strand, Torill,","Routledge, Taylor & Francis Group,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1371486180
1374587735,Wyparte historie :antysemityzm na Uniwersytecie Poznańskim w latach 1919-1939 /,"Michalski, Maciej,Podemski, Krzysztof,","Wydawnictwo Naukowe UAM,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1374587735
1381196669,Governance grenzüberschreitender Professionalisierung und gesellschaftlicher Integration :Strategien und multiple Rationalitäten beim Aufbau eines kommunalen Bildungsmanagements /,"Lüthi, Katharina,","Springer VS,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1381196669
1385521323,EDUCACION Y SOCIEDAD  :pensamiento e innovacion para la transformacion social.,"COBOS-SANCHIZ, DAVID; LOPEZ-MENESES, ELOY; JAEN-MA.","DYKINSON,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1385521323
1390914994,Spielräume der Ordnungen :Empirische Ergebnisse und erziehungswissenschaftliche Reflexionen zu theaterpädagogischen Settings mit 'neu zugewanderten Kindern' /,"Morrin, Serafina","VERLAG BARBARA BUDRICH,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1390914994
1397569625,Genre  :didactique(s) et pratiques d‘enseignement. Perspectives Francophones.,"Verscheure, Ingrid,Collet, Isabelle,","P.I.E. - Peter Lang SA Éditions Scientifiques Internationales,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1397569625
1403275451,Sex differences in reading and math test scores of children :a heterodoxical model /,"Thomas, Hoben,","Springer,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1403275451
1406827703,Sinnbilder des Alltagsverstandes :Zur Bedeutung von Sinnbildungsprozessen in der institutionell gebundenen politischen Bildung /,"Hammermeister, Juliane,","Springer VS,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1406827703
1406829193,Fortbildungen für KulturSchule:wie Kulturelle Bildung in die Schule kommt /,"Ackermann, Heike,","Springer VS,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1406829193
1407094425,Education for social justice :the meaning of justice and current research /,"Michelli, Nicholas M.,; Jacobowitz, Tina,Campo, Stacey,Jahnsen, Diana,","ROUTLEDGE,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1407094425
1410132818,Socially Responsible Higher EducationInternational Perspectives on Knowledge Democracy.,"Hall, Budd L.; Hall, Budd L.Tandon, Rajesh.Tandon, Rajesh.",Brill,2021,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1410132818
1410141488,"Grading Goal FourTensions, Threats, and Opportunities in the Sustainable Development Goal on Quality Education.","Wulff, Antonia.; Wulff, Antonia.",Brill,2020,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1410141488
1411758013,Higher education for good :teaching and learning futures /,"Czerniewicz, Laura,Cronin, Catherine,","Open Book Publishers,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1411758013
1414646097,Widening scripts :cultivating feminist care in academic labor /,"Assis, Mariana Prandini,; Forrest, Michelle,Henderson, Angela,MacCallum, Lindsey,Reilly, Ian,Shaffner, Ellen,Stoneman, Scott,","Punctum Books,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1414646097
1419698362,La didactique des langues dans la formation initiale des enseignant.e.s en Suisse :Quelles postures scientifiques face aux pratiques de terrain? Fremdsprachendidaktik in der Schweizer Lehrer*innenbildung. An welchen wissenschaftlichen Positionen orientiert sich die Praxis? /,"Robin, Jésabel,Zimmermann, Martina,","Peter Lang Group,",2022,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1419698362
1423777611,"Estudios sociales, estética, arte y género :Nuevos enfoques /","Bermúdez Vázquez, Manuel Ignacio,; Rojano Simón, Marta,","Dykinson,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1423777611
1423777646,"Technologies, multimodality and media culture for gender equality :advancing in digital transformation of education /","Jiménez Cortes, Rocío,; Triviño Cabrera, Laura,","Dykinson,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1423777646
1423777655,Igualdad de género y atención a la diversidad /,"Vega-Caro, Luisa,Vico Bosch, Alba,","Dykinson, S.L.,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1423777655
1423777666,"Educación hacia el futuro :enfoque STEAM, ciencias de la salud y deporte /","Sánchez González, Antonio,Quintero Cabello, Ana,","Dykinson, S.L.,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1423777666
1426035093,Designing democratic schools and learning environments :a global perspective /,"Nathan, Linda F.,Mendonca, Jonathan F.,Rojas Ayala, Gustavo,","Palgrave Macmillan,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1426035093
1428318628,Przesilenie :kręgi kryzysów kontekstów edukacji - wyzwania dla pedagogiki /,"Odrowąż-Coates, Anna,Kwieciński, Zbigniew,Szymański, Mirosław J.,","Wydawnictwo Naukowe UAM,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1428318628
1432785301,From splendid isolation to global engagement :exploring internationalization in higher education /,"Wolf, Birgit,Schmohl, Tobias,","wbv Media GmbH & Co. KG,",2023,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1432785301
1438827369,"Race, capital, and equity in higher education :challenging differential academic attainment in UK universities /","Hensby, Alexander,Adewumi, Barbara,","Palgrave Macmillan,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1438827369
1442193983,Living well in a world worth living in for all.,"Reimer, Kristin E.,Kaukko, Mervi,Windsor, Sally,Kemmis, Stephen,Mahon, Kathleen,","Springer,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1442193983
1443531683,Migration und Recht auf Bildung :Die Rolle des Aufenthaltsstatus beim Zugang zum Schulsystem /,"Funck, B. Johanna,","Transcript Verlag,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1443531683
1450563639,»Die Poesie der Reformen« :Zur Karriere des Diversity Management an Hochschulen in Deutschland /,"Griem, Julika,Kaldewey, David,Lim, Il-Tschung,","Transcript Verlag,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1450563639
1450563647,Natur und Bildung :Interdisziplinäre fachdidaktische und pädagogische Perspektiven /,"Feige, Sophia,Richter, Nicola Sophie,","Transcript,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1450563647
1450563655,Kritische Pädagogik im 21. Jahrhundert :Zur Aktualität von Henry A. Giroux' »Critical Pedagogy« /,"Schneider-Bertan, Katarina,","Transcript,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1450563655
1453649040,Socioeconomic Segregation and Educational Inequality :Evidence from International Assessments /,N/A,Springer Nature Switzerland,2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1453649040
1456366663,"Contemporary issues in equity, democracy, and public education :multidisciplinary perspectives from education, social sciences, and health /","Crawford, Felicity,Coleman, Fadie T.,Wiehe, Elsa,","Routledge,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1456366663
1458763021,Pedagogías Feministas  :Reflexiones para la Igualdad de Género en la Escuela.,"Matarranz, María.","Dykinson, S.L.,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1458763021
1459744414,International comparisons in learning and education :Eliasian perspectives /,"Gabriel, Norman,","Palgrave Macmillan,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1459744414
1464024715,SOCIAL AND ECONOMIC CONDITIONS OF STUDENT LIFE IN EUROPE;EUROSTUDENT 8 SYNOPSIS OF INDICATORS 2021-2024 (EDITION 1),N/A,"WBV MEDIA,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1464024715
1467823833,Erfahrungen von ExklusionDifferenzsensible und diskriminierungskritische Perspektiven auf pädagogische Handlungsfelder,"Hackbarth, AnjaHäseker, Anne VerenaBender, SaskiaBoger, Mai-AnhBräu, KarinPanagiotopoulou, Julie Argyro",Verlag Barbara Budrich,2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1467823833
1477315976,Critical pedagogy primer /,"Kincheloe, Joe L.","P. Lang,",2004,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1477315976
1478138531,Negotiating gendered identities in primary school :children's lives with their peers /,"Swain, Jon,","Palgrave Macmillan,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1478138531
1482816000,Proceedings of the UPY-ICCCM International Conference on Education and Social Science (UPINCESS 2024).,"International Conference on Education and Social Science; Kusuma Wardana, Ari.","Atlantis Press (Zeger Karssen),",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1482816000
1493435965,"ANERKENNUNG, BILDUNG UND MIGRATION;EINE RASSISMUSKRITISCHE DISKURSANALYSE",SINA ISABEL FREUND.,"TRANSCRIPT VERLAG,",2024,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1493435965
1517658464,Navigating issues of equity in schools through research-practice partnerships :stories from the field /,"Senechal, JesseNaff, DavidParkhouse, Hillary","Routledge, Taylor & Francis Group,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1517658464
1518948146,District leadership for racial equity :lessons from schools systems that are closing the gap /,"Willis, Larkin,; Carver-Thomas, Desiree,Darling-Hammond, Linda,","Routledge,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1518948146
1521498942,Plattformen Für Bildung,"Hofhues, Sandra.; Schütz, Julia.","transcript Verlag,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1521498942
1522801316,DIDACTICA DE LAS CIENCIAS SOCIALES Y PERSPECTIVA DE GENEROun camino hacia el progreso.,"RUBIO NAVARRO, ALODIA (COORDINADOR); BERMEJO MALUM.","DYKINSON,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1522801316
1522816602,Grundbildung und Habitus :Theorie - Methode - Praxis /,"Wimmer, Christopher.Tafner, Georg.","Springer Fachmedien Wiesbaden :Imprint: Springer VS,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1522816602
1525267993,"Mediating social challenges :art, storytelling, and critical pedagogies /","Bauer, Eva,Haring, Nicole,Maierhofer, Roberta,","Transcript,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1525267993
1525534355,"New gender, old school? :Geschlecht im Kontext Schule /",N/A,"Verlag Barbara Budrich,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1525534355
1528629665,Scientific excellence and equality at university :experiencing the reset project /,"Paoletti, Marion,Matias, Marisa,Rózalska, Aleksandra,","Routledge,",2026,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1528629665
1532842185,Undocumented in the U. S. SouthHow Youth Navigate Racialization in Policy and School Contexts.,"Rodriguez, Sophia.","Rutgers University Press,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1532842185
1533764884,European university legacies :problematic heritage and contemporary practice /,"Larsen, Peter Bille,Křížová, Markéta,","Edinburgh University Press,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1533764884
1544955659,PADAGOGIK UND GESCHLECHT ALS GEGENSTAND POLITISCHER KAMPFE;PADAGOGIK UND GESCHLECHT ALS GEGENSTAND POLITISCHE,N/A,"VERLAG BARBARA BUDRICH,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1544955659
1548752108,Bildung in Zeiten von AntifeminismusEine bildungs- und queertheoretische Diskursanalyse der Debatte um den 'Bildungsplan 2015',"Grenz, Juno",Verlag Barbara Budrich,2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1548752108
1550453794,"Colonising and decolonising :concepts, learnings, and praxes /","Scott, David,; Gray, Sandra Leaton,Chawla-Duggan, Rita,","Routledge,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1550453794
1561181114,Inclusion Organisation in Universities :How Commitments Work /,"Baltaru, Roxana D.","Springer Nature Switzerland :Imprint: Palgrave Macmillan,",2026,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1561181114
1569673752,Recognising disability in higher education :a human rights perspective /,"Lid, Inger Marie,","Routledge,",2026,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1569673752
1569916923,La Integración de Los Objetivos de Desarrollo Sostenible y Mejoras de Políticas Educativas en el Contexto Educativo,"Romero Rodríguez, José María.; Lorenzo Martín, Manuel Enrique.Martínez Menéndez, Alejandro.","Dykinson, S.L.,",2025,N/A,N/A, Educational Sociology,EBOOKS,https://libswu.on.worldcat.org/oclc/1569916923
