,,,,,,,,,
OCLC Number,Title,Author Name,Publisher Name,Publication Date,Title ISSN,Title eISSN,Conspectus Subject,Material Subformat,URL
477203533,Epidemiology and health.,Han'guk Yŏk Hakhoe.,"Korean Society of Epidemiology,",2009,N/A,2092-7193, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/477203533
508464453,"Concepts of epidemiology :integrating the ideas, theories, principles, and methods of epidemiology /","Bhopal, Raj S.","Oxford University Press,",2008,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/508464453
640903763,Annals of epidemiology.,N/A,Elsevier.,1995,N/A,1047-2797, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/640903763
646049733,Applied epidemiology :theory to practice /,"Brownson, Ross C.Petitti, Diana B.","Oxford University Press,",2006,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/646049733
646051740,"Teaching epidemiology :a guide for teachers in epidemiology, public health and clinical medicine. /","Olsen, Jørn.Saracci, Rodolfo,Trichopoulos, Dimitrios.","Oxford University Press,",2010,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/646051740
663077432,Basic statistics and epidemiology :a practical guide /,"Stewart, Antony,","Radcliffe,",2010,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/663077432
666973568,The AIDS pandemic :the collision of epidemiology with political correctness /,"Chin, James.","Radcliffe,",2007,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/666973568
711685924,Epidemiology and the people's health :theory and context /,"Krieger, Nancy.","Oxford University Press,",2011,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/711685924
762029467,Nepal journal of epidemiology.,"International Nepal Epidemiological Association,","International Nepal Epidemiological Association,",2010,N/A,2091-0800, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/762029467
769043691,Epidemiology Research International.,"Hindawi Publishing Corporation,","Hindawi Publishing Corporation,",2011,N/A,2090-2980, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/769043691
881514933,Current epidemiology reports.,N/A,"Springer International Publishing AG,",2014,N/A,2196-2995, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/881514933
891321942,Global epidemiology :a geography of disease and sanitation.,"Simmons, James Stevens,Whayne, Tom F.Anderson, Gaylord West,Horack, Harold Maclachlan,","William Heineman, Limited,",1944,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/891321942
905489739,"Health of people, places and planet :reflections based on Tony McMichael's four decades of contribution to epidemiological understanding /","Butler, Colin D.,Dixon, JaneCapon, Anthony G.,McMichael, A. J.","Australian National University Press,",2015,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/905489739
908944226,Medical epidemiology :population health and effective health care /,"Greenberg, Raymond S.,","McGraw-Hill Education,",2015,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/908944226
962128853,Epidemiology research international.,N/A,"Hindawi Publishing Corporation,",2011,N/A,"2090-2972,2090-2980", Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/962128853
985345802,Early warning for infectious disease outbreak :theory and practice /,"Yang, Weizhong.","Academic Press,",2017,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/985345802
1004358292,Analysis of Infectious Disease Data /,"Becker, N. G.,","Taylor and Francis,",2017,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1004358292
1050760544,"Biological variation in health and illness :race, age, and sex differences /","Overfield, Theresa,","CRC Press,",2017,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1050760544
1058501013,Medical epidemiology :population health and effective health care /,"Greenberg.; Greenberg, Raymond S,Greenberg, Raymond S,",McGraw Hill Education,2015,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1058501013
1063704559,Epidemiology and biostatistics :an introduction to clinical research /,"Kestenbaum, Bryan,; Weiss, Noel S.,Shoben, Abigail B.,","Springer,",2019,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1063704559
1082854752,The anthropology of epidemics /,"Kelly, Ann H.,Keck, Frédéric,Lynteris, Christos,","Routledge, Taylor & Francis Group,",2019,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1082854752
1101904712,Global Epidemiology.,N/A,"Elsevier Inc.,",2019,N/A,2590-1133, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1101904712
1110124897,Human extinction and the pandemic imaginary /,"Lynteris, Christos,","Routledge,",2020,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1110124897
1142918871,"Jekel's epidemiology, biostatistics, preventive medicine, and public health /","Elmore, Joann G.,; Wild, Dorothea M. G.,Nelson, Heidi D.,Katz, David L.,; Elsevier (Firm),","Elsevier.,",2020,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1142918871
1236198056,Modern epidemiology /,"Rothman, Kenneth J.,; Lash, Timothy L.,VanderWeele, Tyler J.,Haneuse, Sebastien,","Wolters Kluwer,",2021,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1236198056
1259505287,Inoculating cities :case studies of urban pandemic preparedness /,"Katz, Rebecca,Boyce, Matthew,","Academic Press,",2021,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1259505287
1260324446,Epidemiology and society health review.,Universitas Ahmad Dahlan.,Universitas Ahmad Dahlan,2019,N/A,2656-1107, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1260324446
1292347105,Great American diseases :their effects on the course of North American history /,"Tizard, Ian R.","Academic Press,",2022,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1292347105
1301065191,Fighting the COVID-19 Pandemic /,"Baddour, Manal Mohammad,","IntechOpen,",2021,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1301065191
1317393541,Statistical estimation of epidemiological risk  /,"Lui, Kung-Jong.","Wiley,",2004,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1317393541
1331521251,Smittestopp -- a case study on digital contact tracing /,"Elmokashfi, Ahmed,Lysne, Olav,Naumova, Valeriya,","Springer,",2022,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1331521251
1345581854,"Outbreaks, epidemics, and health security :COVID-19 and ensuring future pandemic preparedness in Ireland and the world /","Kevany, Sebastian,; Kirk, Aoife,","Academic Press,",2023,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1345581854
1350937102,Epidemiologic methods :the essentials /,"Newman, Stephen C.,","Academic Press, an imprint of Elsevier,",2023,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1350937102
1352794996,Infektionen und Gesellschaft - Was haben wir von COVID-19 gelernt? /,"Lohse, Ansgar W.,Mettenleiter, Thomas C.,","Springer Spektrum,",2022,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1352794996
1407571270,"The human disease :how we create pandemics, from our bodies to our beliefs /","Sholts, Sabrina,","The MIT Press,",2024,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1407571270
1409541016,Epidemiology of infectious diseasesa human view,"Frantzen, Jos",Wageningen Academic Publishers,2023,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1409541016
1410136030,"Infektionen und GesellschaftCOVID-19, frühere und zukünftige Herausforderungen durch Pandemien.","Lohse, Ansgar W.; Lohse, Ansgar W.",Springer Nature,2021,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1410136030
1427390424,Gordis epidemiology /,"Celentano, David D.,; Szklo, M.Farag, Youssef M.K.,Gordis, Leon,","Elsevier,",2025,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1427390424
1432447165,Research ethics in epidemics and pandemics :a casebook /,"Bull, Susan,Parker, Michael,Ali, Joseph,Jonas, Monique F.,Muthuswamy, Vasantha,Saenz, Carla,Smith, Maxwell J.Voo, Teck Chuan,Wright, Katharine,de Vries, Jantina,; LINK (Online service)","Springer,",2024,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1432447165
1446129216,Epidemics and Pandemics  :Philosophical Perspectives.,"Nicoletti, Michele.; Palazzo, Alessandro.","Brepols Publishers,",2024,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1446129216
1492345798,EpidemiologyAn Introduction /,"Rothman, Kenneth J.; Huybrechts, Krista F.Murray, Eleanor J.","Oxford University Press,",2024,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1492345798
1510713386,Discover epidemics.,N/A,"Springer Nature Switzerland AG,",2024,N/A,2731-4545, Epidemiology,EJOURNALS/EMAGAZINES,https://libswu.on.worldcat.org/oclc/1510713386
1521234298,Great American diseases :their effects on the course of North American history /,"Tizard, Ian R.,; Musser, Jeffrey M. B.,","Academic Press,",2026,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1521234298
1524059799,The prediction of future pandemics :artificial intelligence and nanotechnology approaches /,"Ahmadian, Ali,","Elsevier,",2025,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1524059799
1528967583,Surveillance and Control of Dengue Vectors in the United States and Territories.,"Barrera, Roberto.","Open Book Publishers,",2025,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1528967583
1569674196,Epidemic disease and society in the premodern Low Countries :inequality and community /,"Curtis, Daniel R.,","Routledge,",2026,N/A,N/A, Epidemiology,EBOOKS,https://libswu.on.worldcat.org/oclc/1569674196
963185250,Tropical dermatology /,"Tyring, Stephen K.Lupi, Omar,Hengge, Ulrich R.,","Elsevier,",2017,N/A,N/A," Infectious Skin Diseases (General, Bacterial)",EBOOKS,https://libswu.on.worldcat.org/oclc/963185250
62157947,Illustrated manual of pediatric dermatology :diagnosis and management /,"Mallory, Susan B.; Bree, Alanna.Chern, Peggy.","Taylor & Francis,",2005,N/A,N/A, Skin,EBOOKS,https://libswu.on.worldcat.org/oclc/62157947
729726241,Harper's textbook of pediatric dermatology /,"Irvine, Alan D.Hoeger, Peter.Yan, Albert C.","Wiley-Blackwell,",2011,N/A,N/A, Skin,EBOOKS,https://libswu.on.worldcat.org/oclc/729726241
890937167,"Cutaneous innervation :proceedings of the Brown University Symposium on the Biology of Skin, 1959 /","Symposium on the Biology of Skin; Montagna, William,","Pergamon Press,",1960,N/A,N/A, Skin,EBOOKS,https://libswu.on.worldcat.org/oclc/890937167
1200889058,Harper's textbook of pediatric dermatology  /,"Irvine, Alan D.Hoeger, Peter H.Yan, Albert C.; ebrary, Inc.","Wiley-Blackwell,",2011,N/A,N/A, Skin,EBOOKS,https://libswu.on.worldcat.org/oclc/1200889058
1253339158,Paller and Mancini :Hurwitz clinical pediatric dermatology : a textbook of skin disorders of childhood and adolescence /,"Paller, Amy,; Mancini, Anthony J.,Hurwitz, Sidney,","Elsevier,",2022,N/A,N/A, Skin,EBOOKS,https://libswu.on.worldcat.org/oclc/1253339158
1389810833,Breast pathology /,"Dabbs, David J.,","Elsevier,",2023,N/A,N/A, Skin,EBOOKS,https://libswu.on.worldcat.org/oclc/1389810833
994056971,Urgent care dermatology :symptom-based diagnosis /,"Fitzpatrick, James E.,; High, Whitney A.,Kyle, W. Lamar,","Elsevier,",2018,N/A,N/A, Skin Diseases - Diagnosis.  Monitoring,EBOOKS,https://libswu.on.worldcat.org/oclc/994056971
52593283,"Understanding skin problems :acne, eczema, psoriasis and related conditions /","Papadopoulos, Linda.; Walker, Carl.","Wiley,",2003,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/52593283
62864355,Protective gloves for occupational use /,"Boman, Anders.","CRC Press,",2005,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/62864355
70254908,Skin immune system (SIS) :cutaneous immunology and clinical immunodermatology /,"Bos, Jan D.","CRC Press,",2005,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/70254908
889324163,Clinical dermatology /,"Weller, Richard P. J. B.,; Hunter, Hamish J. A.,Mann, Margaret W.,","John Wiley & Sons Inc.,",2015,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/889324163
1055569130,"Fitzpatrick's dermatology/editors, Sewon Kang, MD [and six others].","Kang, Sewon,","McGraw-Hill Education,",2019,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1055569130
1058641391,Sauer's manual of skin diseases /,"Hall, John C.,; Hall, John C.,Sauer, Gordon C.; Ovid Technologies, Inc.","Lippincott Williams & Wilkins,",2006,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1058641391
1084979207,Andrews' diseases of the skin :clinical dermatology /,"James, William D.; Elston, Dirk M.,Treat, JamesRosenbach, Misha A.,Neuhaus, Isaac,Andrews, George Clinton,","Elsevier,",2020,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1084979207
1088407184,Taylor and Kelly's dermatology for skin of color /,"Kelly, A. Paul.,Taylor, Susan C.,Lim, Henry W.,Anido Serrano, Ana Maria,","McGraw-Hill Medical,",2016,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1088407184
1250204466,Dermatology for the primary care provider /,"Waldman, Reid A.,; Grant-Kels, Jane M.,","Elsevier,",2022,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1250204466
1289825466,Treatment of skin diseasecomprehensive therapeutic strategies.,"Lebwohl, Mark,Heymann, Warren R.,Coulson, IanMurrell, Dedee F.,","Elsevier,",2021,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1289825466
1291104436,Dermatology essentials /,"Bolognia, Jean,; Schaffer, Julie V.,Duncan, Karynne O.,Ko, Christine J.,","Elsevier,",2022,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1291104436
1423727234,Dermatology /,"Bolognia, Jean,Schaffer, Julie V.,Cerroni, Lorenzo,Callen, Jeffrey P.,Cowen, Edward W.,Duncan, Karynne O.,Hruza, George J.,Leventhal, Jonathan,Requena, Luis,Torrelo, Antonio,Wiesner, Thomas,","Elsevier,",2024,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1423727234
1465533316,"Atlas of dermatology :inflammatory, infectious and tumoral skin diseases /","Adriana, Motta.","Springer,",2022,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1465533316
1465639211,Shimizu's dermatology /,"Shimizu, Hiroshi.","Wiley Blackwell,",2017,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1465639211
1482685269,Andrews' diseases of the skin :clinical dermatology /,"James, William D.; Elston, Dirk M.,Treat, JamesRosenbach, Misha,Neuhaus, Isaac M.,Andrews, George Clinton,","Elsevier,",2025,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1482685269
1542819802,Dermatology :an illustrated colour text /,"Gawkrodger, D. J.; Ardern-Jones, Michael R.,","Elsevier,",2025,N/A,N/A, Skin Diseases (General),EBOOKS,https://libswu.on.worldcat.org/oclc/1542819802
957740532,Flaps and reconstructive surgery /,"Wei, Fu-Chan,Mardini, Samir,","Elsevier,",2016,N/A,N/A," Skin Transplantation, Tube Grafts, etc.",EBOOKS,https://libswu.on.worldcat.org/oclc/957740532
71844495,Dry skin and moisturizers :chemistry and function /,"Lodén, Marie.Maibach, Howard I.","CRC/Taylor & Francis,",2006,N/A,N/A, Therapy of Skin Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/71844495
1138033114,Comprehensive dermatologic drug therapy /,"Wolverton, Stephen E.,Wu, Jashin J.,","Elsevier,",2021,N/A,N/A, Therapy of Skin Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/1138033114
1539637828,Photodynamic therapy /,"Alexiades, Macrene,","Elsevier,",2025,N/A,N/A, Therapy of Skin Diseases,EBOOKS,https://libswu.on.worldcat.org/oclc/1539637828
